770;Andy Sidaris
771;William Katt
772;Maria Ford
773;Dan Golden
774;Ed Lottimer
775;Katt Shea Ruben
776;Ray Sharkey
777;Ken Stein
778;Deborah Foreman
779;Martha Coolidge
780;Jodie Foster
781;Jonathan Demme
782;Mark Harmon
783;Steven  Kampmann
784;Bernard McEveety
785;Tim Robbins
786;Anne Francis
787;Richard Brooks
788;Brenda Fricker
789;Jim Sheridan
790;Frankie Avalon
791;Annette Funicello
792;Lyndall Hobbs
793;Herbert Marshall
794;Greta Garbo
795;Richard Boleslawski
796;Oscar Apfel
797;Clarence Brown
798;Charles Bickford
799;John Gilbert
800;Fredric March
801;Ramon Novarro
802;George Fitzmaurice
803;Lewis Stone
804;Sidney Franklin
805;Alan Hale
806;Robert Z. Leonard
807;Melvyn Douglas
808;Ernst Lubitsch
809;Rouben Mamoulian
810;Conrad Nagel
811;Fred Niblo
812;Henry Stuart
813;Georg Wilhelm Pabst
814;Nils Asther
815;John S. Robertson
816;Judy Garland
817;John Cassavetes
818;Dustin Hoffman
819;Teri Garr
820;Joe Pytka
821;Greer Garson
822;John Belushi
823;Lorraine Gary
824;Roy Scheider
825;John Cusack
826;Wendy Gazelle
827;Steven Lisberger
828;Willem Dafoe
829;Robert M. Young
830;Judy Geeson
831;Douglas Hickox
832;Denise Gence
833;Bertrand Blier
834;James Woods
835;Cynthia Gibb
836;Oliver Stone
837;Althea Gibson
838;Robert Newton
839;Connie Gilchrist
840;Byron Haskin
841;Jackie Gleason
842;Robert Rossen
843;Sharon Gless
844;Peter Hyam
845;Michael Ontkean
846;Whoopi Goldberg
847;Robert Mulligan
848;Bob Goldthwait
849;Hugh Wilson
850;Billy Crystal
851;Paul Sorvino
852;Lelia Goldoni
853;Valeria Golino
854;Barry Levinson
855;Jean-Pierre Leaud
856;Chantal Goya
857;Vic Perrin
858;Gloria Grahame
859;Paul Stanley
860;Sondra Currie
861;Lindsay Greenbush
862;Kim Greist
863;Leon M. Lion
864;Anne Grey
865;William L. Petersen
866;Kim Griest
867;Michael Mann
868;Melanie Griffith
869;Brian De Palma
870;David Seltzer
871;Keely Christian
872;Brittain Grye
873;Yutaka Tadokoro
874;Carrie Hamilton
875;Fran Rubel Kuzui
876;Linda Hamilton
877;James Cameron
878;Brian Kerwin
879;John Guillermin
880;Tony Curtis
881;Susan Hampshire
882;Tom Berenger
883;Daryl Hannah
884;Tony Bill
885;John Carpenter
886;James Remar
887;Michael Chapman
888;Adrian Zmed
889;Andrew Davis
890;James Foley
891;Peter O'Toole
892;Neil Jordan
893;Steve Martin
894;Fred Schepisi
895;Page Hannah
896;Johnny Mack Brown
897;Eleanor Hansen
898;Ray Taylor
899;Jean Harlow
900;Jack Conway
901;Jessica Harper
902;John Byrum
903;Dylan McDermott
904;John Lafia
905;Robert Duvall
906;Tess Harper
907;Bruce Beresford
908;Kenneth Gilman
909;Priscilla Harris
910;Michael Barnard
911;Deborah Harry
912;James Russo
913;Roxanne Hart
914;Russell Mulcahy
915;Bernie White
916;Marilyn Hassett
917;Sylvester Stallone
918;Teri Hatcher
919;Goldie Hawn
920;Roy Boulting
921;Kurt Russell
922;Colin Higgins
923;Edward Albert
924;Milton Katselas
925;Garry Marshall
926;Robert Ellis Miller
927;Frank Oz
928;James Keach
929;Michael Ritchie
930;Chris Sarandon
931;Jay Sandrich
