id;year;title;subject;popularity;awards
585;1987;Gardens of Stone;DRAMA;27;False
586;1989;Enemies, a Love Story;DRAMA;5;False
587;1992;Addams Family, The;COMEDY;8;False
588;1932;Freaks;HORROR;61;False
589;1991;Necessary Roughness;COMEDY;60;False
590;1990;A Show of Force;DRAMA;1;False
591;1980;Competition, The;DRAMA;45;False
592;1988;Crossing Delancey;COMEDY;6;False
593;1982;State of Things, The;DRAMA;73;False
594;1987;Business As Usual;COMEDY;17;False
595;1973;A Touch of Class;COMEDY;79;True
596;1970;Women in Love.;DRAMA;18;False
597;1988;Salome's Last Dance;COMEDY;76;False
598;1986;Casino;MYSTERY;5;False
599;1955;Smiles of a Summer Night;COMEDY;58;False
600;1989;New Year's Day;COMEDY;88;False
601;1981;Mephisto;DRAMA;80;True
602;1927;Easy Virtue;MYSTERY;45;False
603;1937;Swing It Sailor!;COMEDY;6;False
604;1991;Strictly Business;COMEDY;3;False
605;1983;Blame It on Rio;COMEDY;10;False
606;1987;Straight to Hell;ACTION;47;False
607;1990;A View to a Kill;ACTION;44;False
608;1986;American Anthem;DRAMA;74;False
609;1963;Bedtime Story;COMEDY;7;False
610;1991;Courtship of Eddie's Father, The;COMEDY;43;False
611;1988;Night Train to Katmandu, THe;ACTION;43;False
612;1948;Port of Call;DRAMA;29;False
613;1973;Paper Moon;COMEDY;3;True
614;1983;Yellowbeard;COMEDY;34;False
615;1975;Adventures of Sherlock Holmes' Smarter;COMEDY;42;False
616;1990;Flashback;COMEDY;19;False
617;1977;World's Greatest Lover, The;COMEDY;42;False
618;1955;Killer's Kiss;MYSTERY;66;False
619;1988;Deceivers, The;ACTION;14;False
620;1983;Breathless;ACTION;51;False
621;1989;Born on the Fourth of July;DRAMA;8;True
622;1991;Awakenings;DRAMA;8;False
623;1977;Annie Hall;COMEDY;68;True
624;1979;Manhattan;COMEDY;82;True
625;1981;Reds;DRAMA;76;True
626;1986;Crimes of the Heart;COMEDY;84;False
627;1977;Looking for Mr. Goodbar;DRAMA;54;False
628;1972;Godfather, The;DRAMA;8;True
629;1974;Godfather, Pt 2., The;DRAMA;8;True
630;1976;I Will, I Will...For Now;COMEDY;6;False
631;1972;Play It Again, Sam;COMEDY;81;False
632;1975;Love & Death;COMEDY;84;False
633;1973;Sleeper;COMEDY;59;False
634;1970;Fellini Satyricon;DRAMA;88;False
635;1980;Formula, The;MYSTERY;82;False
636;1977;Black Sunday;DRAMA;76;False
637;1977;Bobby Deerfield;DRAMA;36;False
638;1972;Last of the Red Hot Lovers;COMEDY;40;False
639;1953;Mogambo;ACTION;71;False
640;1955;To Catch a Thief;MYSTERY;69;False
641;1954;Rear Window;MYSTERY;25;False
642;1945;Woman Who Came Back;DRAMA;26;False
643;1939;Stanley & Livingstone;ACTION;11;False
644;1956;Bad Seed, The;HORROR;69;False
645;1989;Lethal Weapon 2;ACTION;69;False
646;1992;Blame It on the Bellboy;COMEDY;69;False
647;1927;Drop Kick, The;DRAMA;;False
648;1978;Superman, The Movie;ACTION;87;False
649;1987;Superman IV: The Quest for Peace;ACTION;77;False
650;1970;Quackser Fortune Has a Cousin in the Bronx;COMEDY;49;False
651;1989;Dead Calm;MYSTERY;1;False
652;1990;Days of Thunder;ACTION;3;False
653;1987;My Life As a Dog;COMEDY;21;False
654;1983;Moon in the Gutter, The;ACTION;29;False
655;1984;Paris, Texas;DRAMA;27;False
656;1984;Unfaithfully Yours;COMEDY;73;False
657;1987;Bullseye!;COMEDY;8;False
658;1989;Erik the Viking;ACTION;25;False
659;1987;Dragonard;DRAMA;71;False
660;1986;Hard Choices;DRAMA;41;False
661;1969;Rain People, The;DRAMA;78;False
662;1984;A Year of the Quiet Sun;DRAMA;78;False
663;1935;Desert Trail, The;WESTERN;50;False
664;1990;Almost an Angel;COMEDY;14;False
665;1986;Crocodile Dundee;COMEDY;66;False
666;1977;American Friend, The;MYSTERY;35;False
667;1989;See You in the Morning;DRAMA;53;False
668;1987;Arrogant, The;DRAMA;62;False
669;1989;Dracula's Widow;HORROR;55;False
670;1987;Ninja Masters of Death;ACTION;15;False
671;1990;Mystery Train;COMEDY;23;False
672;1978;Go Tell the Spartans;WAR;67;False
673;1986;True Stories;COMEDY;79;False
674;1953;Ugetsu Monogatari;DRAMA;82;False
675;1969;Rebel Rousers;ACTION;44;False
676;1988;Plain Clothes;COMEDY;4;False
677;1981;Whose Life Is It, Anyway?;DRAMA;62;False
678;1988;Running on Empty;DRAMA;2;False
679;1990;Funny about Love;COMEDY;60;False
680;1985;A Chorus Line, The Movie;MUSIC;71;False
681;1986;Stewardess School;COMEDY;28;False
682;1987;Big Town, The;DRAMA;11;False
683;1983;Rumble Fish;DRAMA;4;False
684;1983;Outsiders, The;DRAMA;56;False
685;1990;Priceless Beauty;SCIENCE FICTION;7;False
686;1989;Streets of Fire;ACTION;65;False
687;1990;Men Don't Leave;DRAMA;66;False
688;1988;Everybody's All American;ROMANCE;62;False
689;1992;Cape Fear;MYSTERY;7;False
690;1992;Postman Always Rings Twice, The;MYSTERY;24;False
691;1949;Crashing Thru;WESTERN;19;False
692;1978;Get Out Your Handkerchiefs;COMEDY;78;True
693;1971;Boy Friend, THe;MUSIC;8;False
694;1990;Hard To Kill;ACTION;49;False
695;1960;Psycho;HORROR;56;False
696;1957;Jet Pilot;ACTION;43;False
697;1987;Under Cover;MYSTERY;36;False
698;1951;A Streetcar Named Desire;DRAMA;75;True
699;1986;Golden Child, The;COMEDY;86;False
700;1971;Statue, The;DRAMA;80;False
701;1985;Christopher Columbus;DRAMA;69;False
702;1989;In Country;DRAMA;76;False
703;1978;Wild Geese, The;ACTION;21;False
704;1974;Second Coming of Suzanne., The;DRAMA;21;False
705;1980;Bronco Billy;WESTERNS;57;False
706;1977;Gauntlet, The;ACTION;18;False
707;1986;Ratboy;DRAMA;1;False
708;1938;Lady Vanishes;MYSTERY;27;False
709;1987;Kitchen Toto, THe;DRAMA;41;False
710;1959;Carlton-Browne of the F.O.;COMEDY;63;False
711;1929;Racketeer;DRAMA;2;False
712;1941;Mr. & Mrs. Smith;COMEDY;3;False
713;1986;Alrededor de Medianoche;DRAMA;47;False
714;1982;Losin' It;COMEDY;4;False
715;1987;Into the Homeland;ACTION;34;False
716;1991;Boxing Babes;ACTION;9;False
717;1991;Shock 'em Dead;HORROR;31;False
718;1960;Heller in Pink Tights;DRAMA;52;False
719;1961;Two Women;DRAMA;83;True
720;1954;Gold of Naples, The;DRAMA;40;False
721;1963;Yesterday, Today & Tomorrow;COMEDY;73;True
722;1957;Legend of the Lost;ACTION;84;False
723;1978;Brass Target;ACTION;53;False
724;1964;Fall of the Roman Empire, The;DRAMA;62;False
725;1961;El Cid;DRAMA;10;False
726;1958;Desire under the Elms;DRAMA;13;False
727;1953;Two Nights with Cleo;DRAMA;54;False
728;1959;Black Orchid, The;DRAMA;54;False
729;1977;Angela;DRAMA;80;False
730;1977;A Special Day;DRAMA;80;True
731;1979;Blood Feud;ACTION;52;False
732;1991;Sophia Loren, Her Own Story;DRAMA;49;False
733;1990;Running Away;DRAMA;2;False
734;1991;Man of La Mancha;MUSIC;55;False
735;1992;Operation Crossbow;ACTION;1;False
736;1986;Courage;DRAMA;56;False
737;1986;RAD;ACTION;75;False
738;1992;Secret Admirer;COMEDY;55;False
739;1979;Cocaine Cowboys;ACTION;17;False
740;1991;Test Pilot;DRAMA;13;False
741;1943;Ape Man, The;HORROR;83;False
742;1986;Mission, The;DRAMA;20;False
743;1991;Curly Sue;COMEDY;2;False
744;1962;Lolita;DRAMA;80;False
745;1989;Sex, Lies, and Videotape;DRAMA;70;True
746;1990;Green Card;COMEDY;25;False
747;1988;Gator Bait II;ACTION;73;False
748;1979;Being There;COMEDY;31;True
749;1983;Terms of Endearment;DRAMA;32;True
750;1967;Woman Times Seven;COMEDY;36;False
751;1968;Bliss of Mrs. Blossom, The;COMEDY;86;False
752;1990;Postcards from the Edge;COMEDY;63;False
753;1970;Two Mules for Sister Sara;WESTERN;36;False
754;1992;Dragonfight;DRAMA;71;False
755;1939;Back Door to Heaven;DRAMA;83;False
756;1988;Ciao Italia, Madonna Live from Italy;MUSIC;74;False
757;1991;Madonna, Truth or Dare;MUSIC;54;False
758;1992;A Certain Sacrifice;MUSIC;24;False
759;1991;National Enquirer, The Untold Story;MUSIC;65;False
760;1990;Immaculate Collection, The;MUSIC;32;False
761;1987;Madonna Live, The Virgin Tour;MUSIC;75;False
762;1990;Madonna, Justify My Love;MUSIC;77;False
763;1991;Madonna, Like a Virgin;MUSIC;63;False
764;1988;Hot to Trot;COMEDY;78;False
765;1986;Fire with Fire;DRAMA;9;False
766;1990;Hot Spot;DRAMA;70;False
767;1974;Amarcord;DRAMA;50;True
768;1988;Casablanca Express;ACTION;33;False
769;1980;Out of the Blue;DRAMA;4;False
770;1949;Sands of Iwo Jima;WAR;72;False
771;1981;Hand, The;HORROR;44;False
772;1989;Deep Cover;MYSTERY;15;False
773;1955;Il Bidone;DRAMA;70;False
774;1986;El Guerrero Solitario;DRAMA;77;False
775;1986;Heartbreak Ridge;WAR;61;False
776;1977;Goodbye Girl, The;COMEDY;6;True
777;1991;Audrey Rose;DRAMA;62;False
778;1981;Polyester;COMEDY;68;False
779;1991;Robin Hood: Prince of Thieves;ACTION;8;False
780;1992;White Sands;DRAMA;38;False
781;1986;Color of Money, The;DRAMA;6;True
782;1986;Children of a Lesser God;DRAMA;20;True
783;1986;Matador;COMEDY;34;False
784;1989;Women on the Verge of a Nervous Breakdown;COMEDY;65;False
785;1980;Pepi Luci Bom;COMEDY;66;False
786;1989;Forgotten, The;MYSTERY;69;False
787;1992;Flame & the Arrow, The;ACTION;0;False
788;1990;After the Shock;DRAMA;28;False
789;1990;Modern Love;COMEDY;18;False
790;1992;Riff Raff;COMEDY;71;False
791;1967;Glory Stompers, The;ACTION;27;False
792;1990;Dances with Wolves;WESTERN;8;True
793;1987;Matewan;DRAMA;81;False
794;1988;Mississippi Burning;DRAMA;41;True
795;1975;Eiger Sanction, The;ACTION;69;False
796;1988;Unsettled Land;DRAMA;75;False
797;1991;Cat Chaser;DRAMA;6;False
798;1988;Accused, The;DRAMA;71;True
799;1989;Winter People;DRAMA;30;False
800;1983;Reuben, Reuben;COMEDY;2;False
801;1987;Made in Heaven;FANTASY;57;False
802;1986;Top Gun;ACTION;8;False
803;1985;Witness;DRAMA;59;False
804;1988;House on Carroll Street, The;MYSTERY;6;False
805;1984;Racing with the Moon;DRAMA;50;False
806;1983;Lovesick;COMEDY;51;False
807;1988;She's Having a Baby;COMEDY;18;False
808;1965;Greatest Story Ever Told, The;DRAMA;26;False
809;1989;Hawks;DRAMA;11;False
810;1981;So Fine;COMEDY;17;False
811;1957;Paths of Glory;DRAMA;47;False
812;1964;Tom Jones;DRAMA;39;True
813;1975;Sunshine Boys, The;COMEDY;35;True
814;1988;Caddyshack 2;COMEDY;34;False
815;1990;Internal Affairs;DRAMA;3;False
816;1991;JFK;DRAMA;78;False
817;1991;New Jack City;ACTION;80;False
818;1991;Scenes from a Mall;COMEDY;8;False
819;1987;Hope & Glory;WAR;3;False
820;1970;Ryan's Daughter;DRAMA;81;True
821;1973;Man Who Loved Cat Dancing, The;WESTERN;40;False
822;1962;Man Who Shot Liberty Valance, The;WESTERN;85;False
823;1989;Dead-Bang;ACTION;9;False
824;1988;Big Top Pee-wee;COMEDY;17;False
825;1960;Time Machine, The;SCIENCE FICTION;88;False
826;1972;Cabaret;DRAMA;59;True
827;1981;Arthur;COMEDY;79;True
828;1976;A Matter of Time;DRAMA;70;False
829;1977;New York, New York;DRAMA;8;False
830;1989;Nightmare on Elm Street, Pt. 5, The Dream Child;HORROR;41;False
831;1980;Fiendish Plot of Dr. Fu Manchu, The;COMEDY;29;False
832;1991;Four American Composers;MUSIC;3;False
833;1950;Asphalt Jungle, The;ACTION;77;False
834;1992;Ladies of the Chorus;MUSIC;60;False
835;1953;How to Marry a Millionaire;COMEDY;65;False
836;1983;Hollywood Out-Takes & Rare Footage;COMEDY;27;False
837;1991;Nothing But Trouble;COMEDY;25;False
838;1987;Wisdom;ACTION;25;False
839;1986;One Crazy Summer;COMEDY;61;False
840;1989;We're No Angels;COMEDY;51;False
841;1984;No Small Affair;COMEDY;10;False
842;1990;Ghost;SCIENCE FICTION;6;True
843;1986;About Last Night;DRAMA;66;False
844;1982;Six Weeks;DRAMA;73;False
845;1948;Return of October;COMEDY;35;False
846;1952;Come Back, Little Sheba;DRAMA;50;True
847;1974;Going Places;DRAMA;66;False
848;1970;Monte Walsh;WESTERN;29;False
849;1955;Mr. Arkadin;DRAMA;80;False
850;1988;White of the Eye;MYSTERY;48;False
851;1968;Producers, The;COMEDY;33;False
852;1976;Front, The;DRAMA;70;False
853;1987;House of the Rising Sun;DRAMA;45;False
854;1988;In a Shallow Grave;DRAMA;72;False
855;1974;Mc Q;ACTION;73;False
856;1941;Lady from Louisiana;DRAMA;38;False
857;1990;Wait Until Spring Bandini;DRAMA;29;False
858;1940;Long Voyage Home, The;DRAMA;88;False
859;1955;Trouble with Harry, The;MYSTERY;28;False
860;1987;Encounters;DRAMA;44;False
861;1963;Hud;DRAMA;2;True
862;1951;Operation Pacific;WAR;5;False
863;1987;Surf Nazis Must Die;HORROR;50;False
864;1956;Teahouse of the August Moon;DRAMA;11;False
865;1992;Back in the U.S.S.R.;ACTION;61;False
866;1970;Man Who Haunted Himself, The;DRAMA;75;False
867;1991;Prisoner of Honor.;DRAMA;58;False
868;1988;Control;DRAMA;27;False
869;1923;Desert Rider;WESTERN;;False
870;1980;Wholly Moses!;COMEDY;25;False
871;1991;Star Trek VI: The Undiscovered Country;SCIENCE FICTION;11;False
872;1989;Star Trek V: The Final Frontier;ACTION;87;False
873;1991;Circuitry Man;ACTION;78;False
874;1986;Cobra;ACTION;57;False
875;1987;Beverly Hills Cop II;COMEDY;37;False
876;1990;Red Sonja;ACTION;40;False
877;1950;To Joy;DRAMA;65;False
878;1992;Macbeth;DRAMA;45;False
879;1958;Vertigo;DRAMA;10;False
880;1987;Young Love: Lemon Popsicle Seven;COMEDY;47;False
881;1946;Crack-Up;MYSTERY;25;False
882;1941;Bury Me Not on the Lone Prairie;WESTERN;85;False
883;1940;Law & Order;WESTERN;87;False
884;1941;Man from Montana;WESTERN;85;False
885;1992;Long Gray Line, The;DRAMA;26;False
886;1950;Rio Grande;WESTERN;64;False
887;1957;Wings of Eagles, The;DRAMA;29;False
888;1939;Jamaica Inn;DRAMA;75;False
889;1971;Big Jake;ACTION;68;False
890;1992;Quiet Man, The;DRAMA;74;False
891;1983;After the Rehearsal;DRAMA;0;False
892;1952;Big Jim McLain;WESTERN;14;False
893;1969;Smith!;WESTERN;62;False
894;1953;Wild One, The;DRAMA;26;False
895;1929;Manxman, The;DRAMA;65;False
896;1978;International Velvet;DRAMA;40;False
897;1981;Scanners;HORROR;32;False
898;1986;Trick or Treat;HORROR;47;False
899;1982;48 Hrs.;ACTION;67;False
900;1985;Trip to Bountiful, The;DRAMA;62;True
901;1955;Mister Roberts;COMEDY;8;True
902;1969;Z;DRAMA;72;True
903;1987;Maurice;DRAMA;45;False
904;1969;Hamlet;DRAMA;39;False
905;1991;La Femme Nikita;DRAMA;6;False
906;1993;Honeymoon in Vegas;COMEDY;53;False
907;1988;Going for the Gold;ACTION;10;False
908;1976;Shout at the Devil;ACTION;0;False
909;1986;A Smoky Mountain Christmas;MUSIC;23;False
910;1984;Getting Physical;DRAMA;75;False
911;1990;Torn Apart;DRAMA;8;False
912;1986;From the Hip;COMEDY;36;False
913;1984;Ratings Game, The;COMEDY;21;False
914;1992;Class Act;DRAMA;88;False
915;1986;Water;COMEDY;47;False
916;1978;Silent Movie;COMEDY;27;False
917;1989;Pink Cadillac;COMEDY;12;False
918;1979;Jerk, The;COMEDY;22;False
919;1980;Wild Times;;75;False
920;1986;Sweet Liberty;COMEDY;12;False
921;1982;Grease II;MUSIC;64;False
922;1989;Married to the Mob;COMEDY;8;False
923;1985;Ladyhawke;ADVENTURE;68;False
924;1989;Fabulous Baker Boys, The;DRAMA;66;False
925;1985;Into the Night;COMEDY;62;False
926;1991;Russia House, The;DRAMA;3;False
927;1988;Tequila Sunrise;MYSTERY;50;False
928;1989;B. A. D. Cats;ACTION;87;False
929;1971;Last Movie, The;DRAMA;22;False
930;1973;Dillinger;DRAMA;83;False
931;1988;Little Dorrit;DRAMA;12;False
932;1927;My Best Girl;DRAMA;31;False
933;1989;Seizure;HORROR;59;False
934;1990;A Chorus of Disapproval;COMEDY;0;False
935;1962;Rome Adventure;DRAMA;39;False
936;1992;Drowning by Numbers;MYSTERY;28;False
937;1991;Born to Ride;ACTION;59;False
938;1988;Her Alibi;COMEDY;80;False
939;1988;Glitz;MYSTERY;9;False
940;1990;Dangerous Pursuit;MYSTERY;88;False
941;1962;Experiment in Terror;MYSTERY;77;False
942;1972;Hideaways, The;COMEDY;42;False
943;1965;What's New Pussycat;COMEDY;83;False
944;1965;What's New Pussycat?;COMEDY;46;False
945;1983;Packin' It In;COMEDY;8;False
946;1988;Naked Gun: From the Files of Police Squad!, THe;COMEDY;9;False
947;1990;In Too Deep;DRAMA;50;False
948;1988;Twins;COMEDY;23;False
949;1988;Experts, The;COMEDY;67;False
950;1989;Naked Lie;DRAMA;7;False
951;1987;Mistress;DRAMA;36;False
952;1992;Pleasure Palace;ACTION;45;False
953;1970;Adam at 6 A.M.;DRAMA;3;False
954;1990;Web of Deceit;DRAMA;6;False
955;1991;New York Stories;COMEDY;6;False
956;1987;Dreams Lost, Dreams Found;DRAMA;66;False
957;1987;Au Revoir les Enfants;DRAMA;35;False
958;1989;Quo Vadis;DRAMA;6;False
959;1949;Fighting Kentuckian, The;ACTION;74;False
960;1974;Zardoz;SCIENCE FICTION;6;False
961;1989;Police Academy 6: City under Siege;COMEDY;29;False
962;1988;Police Academy 5: Assignment Miami Beach;COMEDY;59;False
963;1986;Police Academy 3: Back in Training;COMEDY;6;False
964;1991;America's Music, Blues;MUSIC;54;False
965;1977;Julia;DRAMA;75;True
966;1971;Devils, The;DRAMA;69;False
967;1984;Ransom;DRAMA;73;False
968;1990;Cadillac Man;COMEDY;28;False
969;1986;Best of Times, The;COMEDY;88;False
970;1985;Death of a Salesman;DRAMA;13;False
971;1993;It Started with a Kiss;DRAMA;80;False
972;1989;Money, The;DRAMA;29;False
973;1987;Empire of the Sun;DRAMA;6;False
974;1991;Comfort of Strangers, The;MYSTERY;5;False
975;1969;On Her Majesty's Secret Service;ACTION;66;False
976;1986;Pretty in Pink;DRAMA;75;False
977;1987;PK. & the Kid.;DRAMA;49;False
978;1943;Lone Star Trail, The;WESTERN;27;False
979;1986;Summer;COMEDY;11;False
980;1987;Planes, Trains & Automobiles;COMEDY;73;False
981;1990;Pretty Woman;COMEDY;43;False
982;1991;Flatliners;DRAMA;19;False
983;1991;Hook;ACTION;4;False
984;1940;Riders of Pasco Basin;WESTERN;17;False
985;1992;Gotta Dance, Gotta Sing;MUSIC;20;False
986;1990;Desperate Hours;MYSTERY;58;False
987;1986;Gung Ho;COMEDY;59;False
988;1992;Shooting Elizabeth;MYSTERY;5;False
989;1951;Strangers on a Train;MYSTERY;17;False
990;1979;Sacketts, The;WESTERN;86;False
991;1991;To Die Standing;ACTION;53;False
992;1980;Rodeo Girl;DRAMA;80;False
993;1969;Butch Cassidy & the Sundance Kid;WESTERN;29;True
994;1968;Hellfighters;ACTION;22;False
995;1980;Final Countdown, The;ACTION;35;False
996;1986;Blue Velvet;MYSTERY;6;False
997;1989;Cousins;COMEDY;28;False
998;1976;Black & White in Color;COMEDY;24;True
999;1988;Another Woman;DRAMA;7;False
1000;1992;Night on Earth;DRAMA;24;False
1001;1988;Permanent Record;DRAMA;42;False
1002;1992;Fisher King, The;DRAMA;8;True
1003;1991;Another You;COMEDY;75;False
1004;1958;Young Lions, The;DRAMA;10;False
1005;1988;Cheerleader Camp;HORROR;79;False
1006;1990;Trapper County War;ACTION;5;False
1007;1947;Angel & the Badman;WESTERN;84;False
1008;1990;Impulse;MYSTERY;23;False
1009;1988;Track Twenty-Nine;DRAMA;48;False
1010;1991;Freejack;ACTION;26;False
1011;1939;John Wayne Matinee Double Feature, No. 1;WESTERN;30;False
1012;1988;Smallest Show on Earth, The;COMEDY;24;False
1013;1987;Innerspace;SCIENCE FICTION;41;False
1014;1988;Presidio, The;ACTION;4;False
1015;1990;Joe Versus the Volcano;COMEDY;17;False
1016;1991;Doors, The;DRAMA;60;False
1017;1990;Welcome Home, Roxy Carmichael;COMEDY;41;False
1018;1972;Cancel My Reservation;COMEDY;60;False
1019;1991;North by Northwest;MYSTERY;20;False
1020;1966;Russians Are Coming, the Russians Are, The;COMEDY;79;True
1021;1992;Exodus;DRAMA;13;False
1022;1982;Ballad of Narayama, The;DRAMA;88;False
1023;1985;Out of the Darkness;MYSTERY;86;False
1024;1971;Garden of the Finzi-Continis, The;DRAMA;42;True
1025;1974;Steppenwolf;DRAMA;20;False
1026;1973;Mackintosh Man, The;ACTION;65;False
1027;1968;Partner;DRAMA;26;False
1028;1970;Conformist, The;DRAMA;72;False
1029;1971;Dirty Harry;DRAMA;72;False
1030;1986;Ferris Bueller's Day Off;COMEDY;12;False
1031;1986;Legend;SCIENCE FICTION;42;False
1032;1984;Buddy System, The;DRAMA;48;False
1033;1989;A Dry White Season;DRAMA;71;False
1034;1975;Rocky Horror Picture Show, The;MUSIC;59;False
1035;1968;War & Peace;DRAMA;80;True
1036;1992;Defense of the Realm;DRAMA;79;False
1037;1991;Basil The Rat;COMEDY;9;False
1038;1979;Fawlty Towers, Gourmet Night, Waldorf Salad & The Kipper & the Corpse;COMEDY;46;False
1039;1991;Going Under;COMEDY;30;False
1040;1990;U S. Sub Standard.;COMEDY;27;False
1041;1990;Hells Angels on Wheels;ACTION;1;False
1042;1975;Passenger, The;DRAMA;32;False
1043;1973;Last Tango in Paris;DRAMA;28;False
1044;1987;Indigo Autumn & Lilac Dream;DRAMA;72;False
1045;1924;Kriemhild's Revenge, The Nibelungenlied;DRAMA;74;False
1046;1966;Johnny Tiger;DRAMA;69;False
1047;1986;Head Office;COMEDY;88;False
1048;1990;Live & Let Die;ACTION;62;False
1049;1972;Le Charme Discret de la Bourgeoisie;COMEDY;4;True
1050;1986;Blue City;ACTION;38;False
1051;1983;Bad Boys;DRAMA;7;False
1052;1986;Whoopee Boys, The;COMEDY;54;False
1053;1971;Last Picture Show, The;DRAMA;62;True
1054;1988;Diamond Trap, The;DRAMA;58;False
1055;1981;Endless Love;DRAMA;20;False
1056;1976;Rocky;DRAMA;78;True
1057;1988;Cocktail;DRAMA;13;False
1058;1936;Sabotage;MYSTERY;74;False
1059;1977;Madame Rosa;DRAMA;11;True
1060;1985;Fozzie's Muppet Scrapbook;COMEDY;86;False
1061;1954;Desiree;DRAMA;22;False
1062;1960;Spartacus;DRAMA;67;True
1063;1955;Guys & Dolls;COMEDY;70;True
1064;1992;Until They Sail;DRAMA;77;False
1065;1988;Coming to America;COMEDY;11;False
1066;1963;Lilies of the Field;DRAMA;36;True
1067;1987;River's Edge;DRAMA;3;False
1068;1986;Ruthless People;COMEDY;84;False
1069;1987;Secret of My Success, The;COMEDY;5;False
1070;1965;Shop on Main Street, The;DRAMA;37;True
1071;1988;Funny Farm;COMEDY;30;False
1072;1988;Lonely Passion of Judith Hearne, The;DRAMA;24;False
1073;1978;California Suite;COMEDY;11;True
1074;1986;Maximum Overdrive;HORROR;40;False
1075;1985;Pale Rider;WESTERN;45;False
1076;1990;Kissing Place, The;DRAMA;41;False
1077;1986;French Lesson;COMEDY;29;False
1078;1985;Roller Blade;ACTION;31;False
1079;1964;A Shot in the Dark;COMEDY;51;False
1080;1979;Treasure Seekers, The;ACTION;2;False
1081;1982;Missing;DRAMA;30;False
1082;1989;Picasso Trigger;ACTION;20;False
1083;1987;Hard Ticket to Hawaii;ACTION;36;False
1084;1990;Diamonds are Forever;ACTION;8;False
1085;1933;Baby Face;DRAMA;66;False
1086;1992;Violent Men, The;ACTION;25;False
1087;1985;Cocoon;SCIENCE FICTION;45;True
1088;1986;Clockwise;COMEDY;10;False
1089;1993;Romantic Comedy;COMEDY;8;False
1090;1981;Outland;SCIENCE FICTION;7;False
1091;1967;Hang 'em High;WESTERN;67;False
1092;1992;Basic Instinct;MYSTERY;41;False
1093;1990;Total Recall;ACTION;8;False
1094;1987;Stakeout;COMEDY;13;False
1095;1992;Unnamable II, The Statement of Randolph Carter, The;DRAMA;36;False
1096;1967;Trip, The;DRAMA;64;False
1097;1987;Ironweed;DRAMA;32;False
1098;1979;Kramer vs. Kramer;DRAMA;8;True
1099;1988;Still of the Night;MYSTERY;42;False
1100;1991;Defending Your Life;COMEDY;75;False
1101;1978;Deer Hunter, The;DRAMA;82;True
1102;1984;Falling in Love;DRAMA;31;False
1103;1986;Heartburn;COMEDY;57;False
1104;1983;Silkwood;DRAMA;52;False
1105;1982;Sophie's Choice;DRAMA;64;True
1106;1985;Out of Africa;DRAMA;88;True
1107;1981;French Lieutenant's Woman, The;DRAMA;37;False
1108;1985;Plenty;DRAMA;9;False
1109;1988;A Cry in the Dark;DRAMA;67;False
1110;1989;She-Devil;COMEDY;43;False
1111;1992;Death Becomes Her;DRAMA;61;False
1112;1991;Kids & Pesticides;DRAMA;36;False
1113;1970;On a Clear Day You Can See Forever;MUSIC;67;False
1114;1987;Nuts;DRAMA;52;False
1115;1983;Yentl;MUSIC;46;False
1116;1968;Funny Girl;MUSIC;30;True
1117;1990;Fellow Traveller;DRAMA;39;False
1118;1970;Dodesukaden;DRAMA;75;False
1119;1987;Sicilian, The;DRAMA;41;False
1120;1941;So Ends Our Night;DRAMA;2;False
1121;1984;Sword of the Valiant;ACTION;5;False
1122;1949;Devil's Wanton, The;DRAMA;66;False
1123;1989;Driving Miss Daisy;DRAMA;6;True
1124;1991;Seventh Cross, The;DRAMA;35;False
1125;1983;Between Friends;DRAMA;54;False
1126;1957;Raintree County;DRAMA;74;False
1127;1975;Driver's Seat, The;DRAMA;72;False
1128;1967;Reflections in a Golden Eye;DRAMA;81;False
1129;1972;X, Y & Zee;DRAMA;87;False
1130;1968;Secret Ceremony;DRAMA;60;False
1131;1963;Cleopatra;DRAMA;80;False
1132;1950;Father of the Bride;COMEDY;54;False
1133;1992;Who's Afraid of Virginia Woolf?;DRAMA;82;True
1134;1977;A Little Night Music;MUSIC;61;False
1135;1956;Giant;DRAMA;61;True
1136;1985;Rumor Mill, The;DRAMA;62;False
1137;1943;Lassie Come Home;DRAMA;79;False
1138;1993;Return Engagement;DRAMA;26;False
1139;1972;Hammersmith Is Out;DRAMA;80;False
1140;1991;Super Duper Bloopers;COMEDY;21;False
1141;1991;Elizabeth Taylor Collection, The;DRAMA;21;False
1142;1973;Ash Wednesday;DRAMA;54;False
1143;1991;Last Time I Saw Paris, The;DRAMA;13;False
1144;1931;Cimarron;WESTERN;44;True
1145;1992;Apache Woman;WESTERN;32;False
1146;1984;Gary Numan - Berzerker;MUSIC;60;False
1147;1988;Mystic Pizza;COMEDY;74;False
1148;1991;Dogfight;ACTION;66;False
1149;1935;Adventures of Rex & Rinty, The;WESTERN;87;False
1150;1988;Daphnis & Chloe;MUSIC;85;False
1151;1980;Marathon;COMEDY;76;False
1152;1948;Fort Apache;WESTERN;4;False
1153;1937;Wee Willie Winkie;DRAMA;78;False
1154;1987;Big Shots;ACTION;5;False
1155;1988;Doin' Time on Planet Earth;COMEDY;44;True
1156;1983;All the Right Moves;DRAMA;65;False
1157;1987;Some Kind of Wonderful;DRAMA;16;False
1158;1990;All New Tales from the Crypt, A Trilogy;HORROR;33;False
1159;1985;Back to the Future;COMEDY;9;False
1160;1963;Winter Light;DRAMA;2;False
